10000000,49899,1010011000000010
1000000,5329,0111100001101100
100000,490,0111101100010110
10000,52,1100001000101111
1000,5,1100100101010100
100,0,1001111000011100
10,0,1111110010111000
1,0,0101111001011110
9765625,47214,1101111101101000
1953125,9898,0100110110110110
390625,2448,0000100100111110
78125,374,1100101101010101
15625,81,0011001001100100
3125,24,0001111001100010
625,5,1101000011110010
125,1,1000000110101011
25,0,0011001110010000
5,0,0101011110101001
1,8,0101111001011110
