10000000,27289,1110110100010100
1000000,4097,0111001011111001
100000,300,0000011100001111
10000,34,0101111011010000
1000,3,1010111010100101
100,4,0001001100001001
10,0,0101100001100000
1,0,0000000001011110
9765625,28557,0001000001011000
1953125,8226,0100101101101011
390625,1461,0001010100101001
78125,498,1001110110110111
15625,174,1000010011011111
3125,135,1111110101100100
625,42,0001111111010011
125,15,1111100110110001
25,16,0011000001100000
5,2,0111010100110100
